# Time (s),Altitude (m),Vertical velocity (m/s),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CG location (m),Mach number (​)
6.286,528.797,62.351,2.697,0.013,1.199,0.184
6.296,529.42,62.243,2.697,0.013,1.199,0.184
6.306,530.042,62.135,2.697,0.013,1.199,0.184
6.316,530.663,62.028,2.697,0.013,1.199,0.183
6.326,531.283,61.92,2.697,0.013,1.199,0.183
6.336,531.901,61.812,2.697,0.013,1.199,0.183
6.346,532.519,61.704,2.697,0.013,1.199,0.182
6.356,533.135,61.596,2.697,0.013,1.199,0.182
6.366,533.751,61.489,2.697,0.013,1.199,0.182
6.376,534.365,61.381,2.697,0.013,1.199,0.181
6.386,534.978,61.274,2.697,0.013,1.199,0.181
6.396,535.591,61.166,2.697,0.013,1.199,0.181
6.406,536.202,61.058,2.697,0.013,1.199,0.18
6.416,536.812,60.951,2.697,0.013,1.199,0.18
6.426,537.421,60.843,2.697,0.013,1.199,0.18
6.436,538.029,60.736,2.697,0.013,1.199,0.18
6.446,538.636,60.629,2.697,0.013,1.199,0.179
6.456,539.241,60.521,2.697,0.013,1.199,0.179
6.466,539.846,60.414,2.697,0.013,1.199,0.179
6.476,540.45,60.307,2.697,0.013,1.199,0.178
6.486,541.052,60.199,2.697,0.013,1.199,0.178
6.496,541.654,60.092,2.697,0.013,1.199,0.178
6.506,542.254,59.985,2.697,0.013,1.199,0.177
6.516,542.853,59.878,2.697,0.013,1.199,0.177
6.526,543.451,59.77,2.697,0.013,1.199,0.177
6.536,544.049,59.663,2.697,0.013,1.199,0.176
6.546,544.645,59.556,2.697,0.013,1.199,0.176
6.556,545.24,59.449,2.697,0.013,1.199,0.176
6.566,545.834,59.342,2.697,0.013,1.199,0.175
6.576,546.427,59.235,2.697,0.013,1.199,0.175
6.586,547.018,59.128,2.697,0.013,1.199,0.175
6.596,547.609,59.021,2.697,0.013,1.199,0.174
6.606,548.199,58.914,2.697,0.013,1.199,0.174
6.616,548.787,58.808,2.697,0.013,1.199,0.174
6.626,549.375,58.701,2.697,0.013,1.199,0.174
6.636,549.961,58.594,2.697,0.013,1.199,0.173
6.646,550.547,58.487,2.697,0.013,1.199,0.173
6.656,551.131,58.38,2.697,0.013,1.199,0.173
6.666,551.715,58.274,2.697,0.013,1.199,0.172
6.676,552.297,58.167,2.697,0.013,1.199,0.172
6.686,552.878,58.06,2.697,0.013,1.199,0.172
6.696,553.458,57.954,2.697,0.013,1.199,0.171
6.706,554.037,57.847,2.697,0.013,1.199,0.171
6.716,554.615,57.741,2.697,0.013,1.199,0.171
6.726,555.192,57.634,2.697,0.013,1.199,0.17
6.736,555.768,57.528,2.697,0.013,1.199,0.17
6.746,556.342,57.421,2.697,0.013,1.199,0.17
6.756,556.916,57.315,2.697,0.013,1.199,0.169
6.766,557.489,57.209,2.697,0.013,1.199,0.169
6.776,558.06,57.102,2.697,0.013,1.199,0.169
6.786,558.631,56.996,2.697,0.013,1.199,0.169
6.796,559.2,56.89,2.697,0.013,1.199,0.168
6.806,559.768,56.783,2.697,0.013,1.199,0.168
6.816,560.336,56.677,2.697,0.013,1.199,0.168
6.826,560.902,56.571,2.697,0.013,1.199,0.167
6.836,561.467,56.465,2.697,0.013,1.199,0.167
6.846,562.031,56.359,2.697,0.013,1.199,0.167
6.856,562.594,56.252,2.697,0.013,1.199,0.166
6.866,563.156,56.146,2.697,0.013,1.199,0.166
6.876,563.717,56.04,2.697,0.013,1.199,0.166
6.886,564.277,55.934,2.697,0.013,1.199,0.165
6.896,564.836,55.828,2.697,0.013,1.199,0.165
6.906,565.394,55.722,2.697,0.013,1.199,0.165
6.916,565.95,55.616,2.697,0.013,1.199,0.164
6.926,566.506,55.51,2.697,0.013,1.199,0.164
6.936,567.061,55.405,2.697,0.013,1.199,0.164
6.946,567.614,55.299,2.697,0.013,1.199,0.164
6.956,568.167,55.193,2.697,0.013,1.199,0.163
6.966,568.718,55.087,2.697,0.013,1.199,0.163
6.976,569.268,54.981,2.697,0.013,1.199,0.163
6.986,569.818,54.876,2.697,0.013,1.199,0.162
6.996,570.366,54.77,2.697,0.013,1.199,0.162
7.006,570.913,54.664,2.697,0.013,1.199,0.162
7.016,571.459,54.559,2.697,0.013,1.199,0.161
7.026,572.004,54.453,2.697,0.013,1.199,0.161
7.036,572.548,54.347,2.697,0.013,1.199,0.161
7.046,573.091,54.242,2.697,0.013,1.199,0.16
7.056,573.633,54.136,2.697,0.013,1.199,0.16
7.066,574.174,54.031,2.697,0.013,1.199,0.16
7.076,574.714,53.925,2.697,0.013,1.199,0.159
7.086,575.252,53.82,2.697,0.013,1.199,0.159
7.096,575.79,53.715,2.697,0.013,1.199,0.159
7.106,576.327,53.609,2.697,0.013,1.199,0.159
7.116,576.862,53.504,2.697,0.013,1.199,0.158
7.126,577.397,53.399,2.697,0.013,1.199,0.158
7.136,577.93,53.293,2.697,0.013,1.199,0.158
7.146,578.463,53.188,2.697,0.013,1.199,0.157
7.156,578.994,53.083,2.697,0.013,1.199,0.157
7.166,579.524,52.978,2.697,0.013,1.199,0.157
7.176,580.053,52.872,2.697,0.013,1.199,0.156
7.186,580.582,52.767,2.697,0.013,1.199,0.156
7.196,581.109,52.662,2.697,0.013,1.199,0.156
7.206,581.635,52.557,2.697,0.013,1.199,0.155
7.216,582.16,52.452,2.697,0.013,1.199,0.155
7.226,582.684,52.347,2.697,0.013,1.199,0.155
7.236,583.207,52.242,2.697,0.013,1.199,0.155
7.246,583.729,52.137,2.697,0.013,1.199,0.154
7.256,584.25,52.032,2.697,0.013,1.199,0.154
7.266,584.769,51.927,2.697,0.013,1.199,0.154
7.276,585.288,51.822,2.697,0.013,1.199,0.153
7.286,585.806,51.717,2.697,0.013,1.199,0.153
7.296,586.323,51.612,2.697,0.013,1.199,0.153
7.306,586.838,51.508,2.697,0.013,1.199,0.152
7.316,587.353,51.403,2.697,0.013,1.199,0.152
7.326,587.866,51.298,2.697,0.013,1.199,0.152
7.336,588.379,51.193,2.697,0.013,1.199,0.151
7.346,588.89,51.089,2.697,0.013,1.199,0.151
7.356,589.4,50.984,2.697,0.013,1.199,0.151
7.366,589.91,50.879,2.697,0.013,1.199,0.151
7.376,590.418,50.775,2.697,0.013,1.199,0.15
7.386,590.925,50.67,2.697,0.013,1.199,0.15
7.396,591.431,50.566,2.697,0.013,1.199,0.15
7.406,591.937,50.461,2.697,0.013,1.199,0.149
7.416,592.441,50.356,2.697,0.013,1.199,0.149
7.426,592.944,50.252,2.697,0.013,1.199,0.149
7.436,593.446,50.147,2.697,0.013,1.199,0.148
7.446,593.947,50.043,2.697,0.013,1.199,0.148
7.456,594.447,49.939,2.697,0.013,1.199,0.148
7.466,594.945,49.834,2.697,0.013,1.199,0.147
7.476,595.443,49.73,2.697,0.013,1.199,0.147
7.486,595.94,49.626,2.697,0.013,1.199,0.147
7.496,596.436,49.521,2.697,0.013,1.199,0.146
7.506,596.93,49.417,2.697,0.013,1.199,0.146
7.516,597.424,49.313,2.697,0.013,1.199,0.146
7.526,597.917,49.208,2.697,0.013,1.199,0.146
7.536,598.408,49.104,2.697,0.013,1.199,0.145
7.546,598.899,49,2.697,0.013,1.199,0.145
7.556,599.388,48.896,2.697,0.013,1.199,0.145
7.566,599.877,48.792,2.697,0.013,1.199,0.144
7.576,600.364,48.688,2.697,0.013,1.199,0.144
7.586,600.85,48.584,2.697,0.013,1.199,0.144
7.596,601.336,48.48,2.697,0.013,1.199,0.143
7.606,601.82,48.376,2.697,0.013,1.199,0.143
7.616,602.303,48.272,2.697,0.013,1.199,0.143
7.626,602.785,48.168,2.697,0.013,1.199,0.143
7.636,603.267,48.064,2.697,0.013,1.199,0.142
7.646,603.747,47.96,2.697,0.013,1.199,0.142
7.656,604.226,47.856,2.697,0.013,1.199,0.142
7.666,604.704,47.752,2.697,0.013,1.199,0.141
7.676,605.181,47.648,2.697,0.013,1.199,0.141
7.686,605.657,47.544,2.697,0.013,1.199,0.141
7.696,606.132,47.441,2.697,0.013,1.199,0.14
7.706,606.606,47.337,2.697,0.013,1.199,0.14
7.716,607.078,47.233,2.697,0.013,1.199,0.14
7.726,607.55,47.129,2.697,0.013,1.199,0.139
7.736,608.021,47.026,2.697,0.013,1.199,0.139
7.746,608.491,46.922,2.697,0.013,1.199,0.139
7.756,608.959,46.818,2.697,0.013,1.199,0.139
7.766,609.427,46.715,2.697,0.013,1.199,0.138
7.776,609.894,46.611,2.697,0.013,1.199,0.138
7.786,610.359,46.507,2.697,0.013,1.199,0.138
7.796,610.824,46.404,2.697,0.013,1.199,0.137
7.806,611.287,46.3,2.697,0.013,1.199,0.137
7.816,611.75,46.197,2.697,0.013,1.199,0.137
7.826,612.211,46.093,2.697,0.013,1.199,0.136
7.836,612.672,45.99,2.697,0.013,1.199,0.136
7.846,613.131,45.887,2.697,0.013,1.199,0.136
7.856,613.59,45.783,2.697,0.013,1.199,0.135
7.866,614.047,45.68,2.697,0.013,1.199,0.135
7.876,614.503,45.576,2.697,0.013,1.199,0.135
7.886,614.958,45.473,2.697,0.013,1.199,0.135
7.896,615.413,45.37,2.697,0.013,1.199,0.134
7.906,615.866,45.267,2.697,0.013,1.199,0.134
7.916,616.318,45.163,2.697,0.013,1.199,0.134
7.926,616.769,45.06,2.697,0.013,1.199,0.133
7.936,617.219,44.957,2.697,0.013,1.199,0.133
7.946,617.668,44.854,2.697,0.013,1.199,0.133
7.956,618.116,44.75,2.697,0.013,1.199,0.132
7.966,618.563,44.647,2.697,0.013,1.199,0.132
7.976,619.009,44.544,2.697,0.013,1.199,0.132
7.986,619.454,44.441,2.697,0.013,1.199,0.132
7.996,619.898,44.338,2.697,0.013,1.199,0.131
8.006,620.341,44.235,2.697,0.013,1.199,0.131
8.016,620.783,44.132,2.697,0.013,1.199,0.131
8.026,621.223,44.029,2.697,0.013,1.199,0.13
8.036,621.663,43.926,2.697,0.013,1.199,0.13
8.046,622.102,43.823,2.697,0.013,1.199,0.13
8.056,622.54,43.72,2.697,0.013,1.199,0.129
8.066,622.976,43.617,2.697,0.013,1.199,0.129
8.076,623.412,43.514,2.697,0.013,1.199,0.129
8.086,623.847,43.411,2.697,0.013,1.199,0.128
8.096,624.28,43.309,2.697,0.013,1.199,0.128
8.106,624.713,43.206,2.697,0.013,1.199,0.128
8.116,625.144,43.103,2.697,0.013,1.199,0.128
8.126,625.575,43,2.697,0.013,1.199,0.127
8.136,626.004,42.897,2.697,0.013,1.199,0.127
8.146,626.433,42.795,2.697,0.013,1.199,0.127
8.156,626.86,42.692,2.697,0.013,1.199,0.126
8.166,627.287,42.589,2.697,0.013,1.199,0.126
8.176,627.712,42.487,2.697,0.013,1.199,0.126
8.186,628.136,42.384,2.697,0.013,1.199,0.125
8.196,628.56,42.281,2.697,0.013,1.199,0.125
8.206,628.982,42.179,2.697,0.013,1.199,0.125
8.216,629.403,42.076,2.697,0.013,1.199,0.125
8.226,629.824,41.974,2.697,0.013,1.199,0.124
8.236,630.243,41.871,2.697,0.013,1.199,0.124
8.246,630.661,41.769,2.697,0.013,1.199,0.124
8.256,631.078,41.666,2.697,0.013,1.199,0.123
8.266,631.494,41.564,2.697,0.013,1.199,0.123
8.276,631.909,41.461,2.697,0.013,1.199,0.123
8.286,632.324,41.359,2.697,0.013,1.199,0.122
8.296,632.737,41.256,2.697,0.013,1.199,0.122
8.306,633.149,41.154,2.697,0.013,1.199,0.122
8.316,633.56,41.052,2.697,0.013,1.199,0.121
8.326,633.97,40.949,2.697,0.013,1.199,0.121
8.336,634.379,40.847,2.697,0.013,1.199,0.121
8.346,634.787,40.745,2.697,0.013,1.199,0.121
8.356,635.194,40.642,2.697,0.013,1.199,0.12
8.366,635.6,40.54,2.697,0.013,1.199,0.12
8.376,636.004,40.438,2.697,0.013,1.199,0.12
8.386,636.408,40.336,2.697,0.013,1.199,0.119
8.396,636.811,40.234,2.697,0.013,1.199,0.119
8.406,637.213,40.131,2.697,0.013,1.199,0.119
8.416,637.614,40.029,2.697,0.013,1.199,0.118
8.426,638.014,39.927,2.697,0.013,1.199,0.118
8.436,638.412,39.825,2.697,0.013,1.199,0.118
8.446,638.81,39.723,2.697,0.013,1.199,0.118
8.456,639.207,39.621,2.697,0.013,1.199,0.117
8.466,639.602,39.519,2.697,0.013,1.199,0.117
8.476,639.997,39.417,2.697,0.013,1.199,0.117
8.486,640.391,39.315,2.697,0.013,1.199,0.116
8.496,640.783,39.213,2.697,0.013,1.199,0.116
8.506,641.175,39.111,2.697,0.013,1.199,0.116
8.516,641.566,39.009,2.697,0.013,1.199,0.115
8.526,641.955,38.907,2.697,0.013,1.199,0.115
8.536,642.344,38.805,2.697,0.013,1.199,0.115
8.546,642.731,38.703,2.697,0.013,1.199,0.115
8.556,643.118,38.601,2.697,0.013,1.199,0.114
8.566,643.503,38.5,2.697,0.013,1.199,0.114
8.576,643.888,38.398,2.697,0.013,1.199,0.114
8.586,644.271,38.296,2.697,0.013,1.199,0.113
8.596,644.654,38.194,2.697,0.013,1.199,0.113
8.606,645.035,38.092,2.697,0.013,1.199,0.113
8.616,645.416,37.991,2.697,0.013,1.199,0.112
8.626,645.795,37.889,2.697,0.013,1.199,0.112
8.636,646.173,37.787,2.697,0.013,1.199,0.112
8.646,646.551,37.686,2.697,0.013,1.199,0.112
8.656,646.927,37.584,2.697,0.013,1.199,0.111
8.666,647.302,37.482,2.697,0.013,1.199,0.111
8.676,647.677,37.381,2.697,0.013,1.199,0.111
8.686,648.05,37.279,2.697,0.013,1.199,0.11
8.696,648.422,37.177,2.697,0.013,1.199,0.11
8.706,648.794,37.076,2.697,0.013,1.199,0.11
8.716,649.164,36.974,2.697,0.013,1.199,0.109
8.726,649.533,36.873,2.697,0.013,1.199,0.109
8.736,649.901,36.771,2.697,0.013,1.199,0.109
8.746,650.268,36.67,2.697,0.013,1.199,0.109
8.756,650.635,36.568,2.697,0.013,1.199,0.108
8.766,651,36.467,2.697,0.013,1.199,0.108
8.776,651.364,36.365,2.697,0.013,1.199,0.108
8.786,651.727,36.264,2.697,0.013,1.199,0.107
8.796,652.089,36.163,2.697,0.013,1.199,0.107
8.806,652.45,36.061,2.697,0.013,1.199,0.107
8.816,652.811,35.96,2.697,0.013,1.199,0.106
8.826,653.17,35.859,2.697,0.013,1.199,0.106
8.836,653.528,35.757,2.697,0.013,1.199,0.106
8.846,653.885,35.656,2.697,0.013,1.199,0.106
8.856,654.241,35.555,2.697,0.013,1.199,0.105
8.866,654.596,35.453,2.697,0.013,1.199,0.105
8.876,654.95,35.352,2.697,0.013,1.199,0.105
8.886,655.303,35.251,2.697,0.013,1.199,0.104
8.896,655.655,35.15,2.697,0.013,1.199,0.104
8.906,656.006,35.048,2.697,0.013,1.199,0.104
8.916,656.356,34.947,2.697,0.013,1.199,0.103
8.926,656.705,34.846,2.697,0.013,1.199,0.103
8.936,657.053,34.745,2.697,0.013,1.199,0.103
8.946,657.4,34.644,2.697,0.013,1.199,0.103
8.956,657.746,34.543,2.697,0.013,1.199,0.102
8.966,658.091,34.442,2.697,0.013,1.199,0.102
8.976,658.434,34.341,2.697,0.013,1.199,0.102
8.986,658.777,34.24,2.697,0.013,1.199,0.101
8.996,659.119,34.139,2.697,0.013,1.199,0.101
9.006,659.46,34.038,2.697,0.013,1.199,0.101
9.016,659.8,33.937,2.697,0.013,1.199,0.1
9.026,660.139,33.836,2.697,0.013,1.199,0.1
9.036,660.477,33.735,2.697,0.013,1.199,0.1
9.046,660.814,33.634,2.697,0.013,1.199,0.1
9.056,661.149,33.533,2.697,0.013,1.199,0.099
9.066,661.484,33.432,2.697,0.013,1.199,0.099
9.076,661.818,33.331,2.697,0.013,1.199,0.099
9.086,662.151,33.23,2.697,0.013,1.199,0.098
9.096,662.483,33.129,2.697,0.013,1.199,0.098
9.106,662.813,33.028,2.697,0.013,1.199,0.098
9.116,663.143,32.928,2.697,0.013,1.199,0.097
9.126,663.472,32.827,2.697,0.013,1.199,0.097
9.136,663.8,32.726,2.697,0.013,1.199,0.097
9.146,664.127,32.625,2.697,0.013,1.199,0.097
9.156,664.452,32.525,2.697,0.013,1.199,0.096
9.166,664.777,32.424,2.697,0.013,1.199,0.096
9.176,665.101,32.323,2.697,0.013,1.199,0.096
9.186,665.423,32.222,2.697,0.013,1.199,0.095
9.196,665.745,32.122,2.697,0.013,1.199,0.095
9.206,666.066,32.021,2.697,0.013,1.199,0.095
9.216,666.386,31.92,2.697,0.013,1.199,0.095
9.226,666.704,31.82,2.697,0.013,1.199,0.094
9.236,667.022,31.719,2.697,0.013,1.199,0.094
9.246,667.339,31.618,2.697,0.013,1.199,0.094
9.256,667.654,31.518,2.697,0.013,1.199,0.093
9.266,667.969,31.417,2.697,0.013,1.199,0.093
9.276,668.283,31.317,2.697,0.013,1.199,0.093
9.286,668.595,31.216,2.697,0.013,1.199,0.092
9.296,668.907,31.116,2.697,0.013,1.199,0.092
9.306,669.218,31.015,2.697,0.013,1.199,0.092
9.316,669.527,30.915,2.697,0.013,1.199,0.092
9.326,669.836,30.814,2.697,0.013,1.199,0.091
9.336,670.144,30.714,2.697,0.013,1.199,0.091
9.346,670.45,30.613,2.697,0.013,1.199,0.091
9.356,670.756,30.513,2.697,0.013,1.199,0.09
9.366,671.061,30.413,2.697,0.013,1.199,0.09
9.376,671.364,30.312,2.697,0.013,1.199,0.09
9.386,671.667,30.212,2.697,0.013,1.199,0.089
9.396,671.968,30.111,2.697,0.013,1.199,0.089
9.406,672.269,30.011,2.697,0.013,1.199,0.089
9.416,672.569,29.911,2.697,0.013,1.199,0.089
9.426,672.867,29.81,2.697,0.013,1.199,0.088
9.436,673.165,29.71,2.697,0.013,1.199,0.088
9.446,673.461,29.61,2.697,0.013,1.199,0.088
9.456,673.757,29.51,2.697,0.013,1.199,0.087
9.466,674.052,29.409,2.697,0.013,1.199,0.087
9.476,674.345,29.309,2.697,0.013,1.199,0.087
9.486,674.638,29.209,2.697,0.013,1.199,0.086
9.496,674.929,29.109,2.697,0.013,1.199,0.086
9.506,675.22,29.008,2.697,0.013,1.199,0.086
9.516,675.51,28.908,2.697,0.013,1.199,0.086
9.526,675.798,28.808,2.697,0.013,1.199,0.085
9.536,676.086,28.708,2.697,0.013,1.199,0.085
9.546,676.372,28.608,2.697,0.013,1.199,0.085
9.556,676.658,28.508,2.697,0.013,1.199,0.084
9.566,676.942,28.408,2.697,0.013,1.199,0.084
9.576,677.226,28.308,2.697,0.013,1.199,0.084
9.586,677.509,28.207,2.697,0.013,1.199,0.084
9.596,677.79,28.107,2.697,0.013,1.199,0.083
9.606,678.071,28.007,2.697,0.013,1.199,0.083
9.616,678.35,27.907,2.697,0.013,1.199,0.083
9.626,678.629,27.807,2.697,0.013,1.199,0.082
9.636,678.906,27.707,2.697,0.013,1.199,0.082
9.646,679.183,27.607,2.697,0.013,1.199,0.082
9.656,679.459,27.507,2.697,0.013,1.199,0.081
9.666,679.733,27.407,2.697,0.013,1.199,0.081
9.676,680.007,27.307,2.697,0.013,1.199,0.081
9.686,680.279,27.208,2.697,0.013,1.199,0.081
9.696,680.551,27.108,2.697,0.013,1.199,0.08
9.706,680.821,27.008,2.697,0.013,1.199,0.08
9.716,681.091,26.908,2.697,0.013,1.199,0.08
9.726,681.36,26.808,2.697,0.013,1.199,0.079
9.736,681.627,26.708,2.697,0.013,1.199,0.079
9.746,681.894,26.608,2.697,0.013,1.199,0.079
9.756,682.159,26.508,2.697,0.013,1.199,0.078
9.766,682.424,26.409,2.697,0.013,1.199,0.078
9.776,682.688,26.309,2.697,0.013,1.199,0.078
9.786,682.95,26.209,2.697,0.013,1.199,0.078
9.796,683.212,26.109,2.697,0.013,1.199,0.077
9.806,683.472,26.009,2.697,0.013,1.199,0.077
9.816,683.732,25.91,2.697,0.013,1.199,0.077
9.826,683.991,25.81,2.697,0.013,1.199,0.076
9.836,684.248,25.71,2.697,0.013,1.199,0.076
9.846,684.505,25.611,2.697,0.013,1.199,0.076
9.856,684.76,25.511,2.697,0.013,1.199,0.076
9.866,685.015,25.411,2.697,0.013,1.199,0.075
9.876,685.269,25.312,2.697,0.013,1.199,0.075
9.886,685.521,25.212,2.697,0.013,1.199,0.075
9.896,685.773,25.112,2.697,0.013,1.199,0.074
9.906,686.023,25.013,2.697,0.013,1.199,0.074
9.916,686.273,24.913,2.697,0.013,1.199,0.074
9.926,686.522,24.813,2.697,0.013,1.199,0.073
9.936,686.769,24.714,2.697,0.013,1.199,0.073
9.946,687.016,24.614,2.697,0.013,1.199,0.073
9.956,687.262,24.515,2.697,0.013,1.199,0.073
9.966,687.506,24.415,2.697,0.013,1.199,0.072
9.976,687.75,24.316,2.697,0.013,1.199,0.072
9.986,687.993,24.216,2.697,0.013,1.199,0.072
9.996,688.234,24.117,2.697,0.013,1.199,0.071
10.006,688.475,24.017,2.697,0.013,1.199,0.071
10.016,688.715,23.918,2.697,0.013,1.199,0.071
10.026,688.953,23.818,2.697,0.013,1.199,0.071
10.036,689.191,23.719,2.697,0.013,1.199,0.07
10.046,689.428,23.619,2.697,0.013,1.199,0.07
10.056,689.663,23.52,2.697,0.013,1.199,0.07
10.066,689.898,23.42,2.697,0.013,1.199,0.069
10.076,690.132,23.321,2.697,0.013,1.199,0.069
10.086,690.364,23.221,2.697,0.013,1.199,0.069
10.096,690.596,23.122,2.697,0.013,1.199,0.068
10.106,690.827,23.023,2.697,0.013,1.199,0.068
10.116,691.057,22.923,2.697,0.013,1.199,0.068
10.126,691.285,22.824,2.697,0.013,1.199,0.068
10.136,691.513,22.725,2.697,0.013,1.199,0.067
10.146,691.74,22.625,2.697,0.013,1.199,0.067
10.156,691.966,22.526,2.697,0.013,1.199,0.067
10.166,692.19,22.427,2.697,0.013,1.199,0.066
10.176,692.414,22.327,2.697,0.013,1.199,0.066
10.186,692.637,22.228,2.697,0.013,1.199,0.066
10.196,692.859,22.129,2.697,0.013,1.199,0.066
10.206,693.079,22.03,2.697,0.013,1.199,0.065
10.216,693.299,21.93,2.697,0.013,1.199,0.065
10.226,693.518,21.831,2.697,0.013,1.199,0.065
10.236,693.736,21.732,2.697,0.013,1.199,0.064
10.246,693.953,21.633,2.697,0.013,1.199,0.064
10.256,694.169,21.533,2.697,0.013,1.199,0.064
10.266,694.383,21.434,2.697,0.013,1.199,0.063
10.276,694.597,21.335,2.697,0.013,1.199,0.063
10.286,694.81,21.236,2.697,0.013,1.199,0.063
10.296,695.022,21.137,2.697,0.013,1.199,0.063
10.306,695.233,21.038,2.697,0.013,1.199,0.062
10.316,695.443,20.938,2.697,0.013,1.199,0.062
10.326,695.652,20.839,2.697,0.013,1.199,0.062
10.336,695.859,20.74,2.697,0.013,1.199,0.061
10.346,696.066,20.641,2.697,0.013,1.199,0.061
10.356,696.272,20.542,2.697,0.013,1.199,0.061
10.366,696.477,20.443,2.697,0.013,1.199,0.061
10.376,696.681,20.344,2.697,0.013,1.199,0.06
10.386,696.884,20.245,2.697,0.013,1.199,0.06
10.396,697.086,20.146,2.697,0.013,1.199,0.06
10.406,697.287,20.047,2.697,0.013,1.199,0.059
10.416,697.487,19.948,2.697,0.013,1.199,0.059
10.426,697.686,19.849,2.697,0.013,1.199,0.059
10.436,697.884,19.75,2.697,0.013,1.199,0.058
10.446,698.081,19.651,2.697,0.013,1.199,0.058
10.456,698.277,19.552,2.697,0.013,1.199,0.058
10.466,698.472,19.453,2.697,0.013,1.199,0.058
10.476,698.666,19.354,2.697,0.013,1.199,0.057
10.486,698.859,19.255,2.697,0.013,1.199,0.057
10.496,699.051,19.156,2.697,0.013,1.199,0.057
10.506,699.242,19.057,2.697,0.013,1.199,0.056
10.516,699.432,18.958,2.697,0.013,1.199,0.056
10.526,699.621,18.859,2.697,0.013,1.199,0.056
10.536,699.809,18.76,2.697,0.013,1.199,0.056
10.546,699.997,18.661,2.697,0.013,1.199,0.055
10.556,700.183,18.562,2.697,0.013,1.199,0.055
10.566,700.368,18.464,2.697,0.013,1.199,0.055
10.576,700.552,18.365,2.697,0.013,1.199,0.054
10.586,700.735,18.266,2.697,0.013,1.199,0.054
10.596,700.917,18.167,2.697,0.013,1.199,0.054
10.606,701.098,18.068,2.697,0.013,1.199,0.054
10.616,701.279,17.969,2.697,0.013,1.199,0.053
10.626,701.458,17.871,2.697,0.013,1.199,0.053
10.636,701.636,17.772,2.697,0.013,1.199,0.053
10.646,701.813,17.673,2.697,0.013,1.199,0.052
10.656,701.99,17.574,2.697,0.013,1.199,0.052
10.666,702.165,17.475,2.697,0.013,1.199,0.052
10.676,702.339,17.377,2.697,0.013,1.199,0.051
10.686,702.512,17.278,2.697,0.013,1.199,0.051
10.696,702.685,17.179,2.697,0.013,1.199,0.051
10.706,702.856,17.08,2.697,0.013,1.199,0.051
10.716,703.026,16.982,2.697,0.013,1.199,0.05
10.726,703.196,16.883,2.697,0.013,1.199,0.05
10.736,703.364,16.784,2.697,0.013,1.199,0.05
10.746,703.531,16.686,2.697,0.013,1.199,0.049
10.756,703.698,16.587,2.697,0.013,1.199,0.049
10.766,703.863,16.488,2.697,0.013,1.199,0.049
10.776,704.027,16.389,2.697,0.013,1.199,0.049
10.786,704.191,16.291,2.697,0.013,1.199,0.048
10.796,704.353,16.192,2.697,0.013,1.199,0.048
10.806,704.515,16.093,2.697,0.013,1.199,0.048
10.816,704.675,15.995,2.697,0.013,1.199,0.047
10.826,704.834,15.896,2.697,0.013,1.199,0.047
10.836,704.993,15.798,2.697,0.013,1.199,0.047
10.846,705.15,15.699,2.697,0.013,1.199,0.047
10.856,705.307,15.6,2.697,0.013,1.199,0.046
10.866,705.462,15.502,2.697,0.013,1.199,0.046
10.876,705.617,15.403,2.697,0.013,1.199,0.046
10.886,705.77,15.305,2.697,0.013,1.199,0.045
10.896,705.923,15.206,2.697,0.013,1.199,0.045
10.906,706.075,15.107,2.697,0.013,1.199,0.045
10.916,706.225,15.009,2.697,0.013,1.199,0.044
10.926,706.375,14.91,2.697,0.013,1.199,0.044
10.936,706.523,14.812,2.697,0.013,1.199,0.044
10.946,706.671,14.713,2.697,0.013,1.199,0.044
10.956,706.818,14.615,2.697,0.013,1.199,0.043
10.966,706.963,14.516,2.697,0.013,1.199,0.043
10.976,707.108,14.418,2.697,0.013,1.199,0.043
10.986,707.252,14.319,2.697,0.013,1.199,0.042
10.996,707.394,14.221,2.697,0.013,1.199,0.042
11.006,707.536,14.122,2.697,0.013,1.199,0.042
11.016,707.677,14.024,2.697,0.013,1.199,0.042
11.026,707.817,13.925,2.697,0.013,1.199,0.041
11.036,707.955,13.827,2.697,0.013,1.199,0.041
11.046,708.093,13.728,2.697,0.013,1.199,0.041
11.056,708.23,13.63,2.697,0.013,1.199,0.04
11.066,708.366,13.531,2.697,0.013,1.199,0.04
11.076,708.501,13.433,2.697,0.013,1.199,0.04
11.086,708.634,13.335,2.697,0.013,1.199,0.039
11.096,708.767,13.236,2.697,0.013,1.199,0.039
11.106,708.899,13.138,2.697,0.013,1.199,0.039
11.116,709.03,13.039,2.697,0.013,1.199,0.039
11.126,709.16,12.941,2.697,0.013,1.199,0.038
11.136,709.289,12.843,2.697,0.013,1.199,0.038
11.146,709.417,12.744,2.697,0.013,1.199,0.038
11.156,709.544,12.646,2.697,0.013,1.199,0.037
11.166,709.67,12.547,2.697,0.013,1.199,0.037
11.176,709.795,12.449,2.697,0.013,1.199,0.037
11.186,709.919,12.351,2.697,0.013,1.199,0.037
11.196,710.042,12.252,2.697,0.013,1.199,0.036
11.206,710.164,12.154,2.697,0.013,1.199,0.036
11.216,710.285,12.056,2.697,0.013,1.199,0.036
11.226,710.405,11.957,2.697,0.013,1.199,0.035
11.236,710.524,11.859,2.697,0.013,1.199,0.035
11.246,710.642,11.761,2.697,0.013,1.199,0.035
