Time,Ref qz,Ref qy,Ref qx,Ref qw,Ref roll,Ref pitch,Ref yaw,Aptos roll,Aptos pitch,Aptos yaw,Aptos qz,Aptos qy,Aptos qx,Aptos qw,,,,,,,
0,0.001,-0.00853,0.010899,0.020122044,0.033688646,0.018082673,0.020027451,-0.017,0.013,0,0.010076622,-0.006051637,0.009084244,-0.046145119,,,,,,,
0.051595947,0.001,-0.0095,0.010892,0.020123484,0.033688646,0.018082673,0.02002294,-0.018,0.013,0,0.009006946,-0.006003676,0.009072139,-0.046065912,,,,,,,
0.061578857,0.001,-0.009551,0.011216,0.020119492,-0.023109948,0.018082673,0.020030996,-0.018,0.013,0,0.008074915,-0.006008779,0.009058246,-0.055931224,,,,,,,
0.071578857,0.001,-0.009579,0.011113,0.020113716,-0.023110716,0.01808417,0.020025318,-0.018,0.013,0,0.008031289,-0.006015899,0.009005994,-0.065691053,,,,,,,
0.081578857,0.001,-0.009544,0.010923,0.020120706,-0.02287152,0.01784957,0.020027556,-0.018,0.013,0,0.007063142,-0.006039197,0.009083683,-0.065856508,,,,,,,
0.091578857,0.001,-0.00962,0.010899,0.020118,-0.022916635,0.017896149,0.020023035,-0.018,0.013,0,0.006042355,-0.006020721,0.009089287,-0.069511936,,,,,,,
0.101578857,0.001,-0.009703,0.010961,0.020110594,-0.023144677,0.017933451,0.019989608,-0.018,0.013,0,0.006008427,-0.006015319,0.009000903,-0.069726776,,,,,,,
0.11158667,0.001,-0.009985,0.010892,0.020113681,-0.023146104,0.018377271,0.019960888,-0.019,0.013,0,0.005025344,-0.006018532,0.009007754,-0.069984375,,,,,,,
0.121578857,0.001,-0.010127,0.010932,0.020110952,-0.023348058,0.018527115,0.019936558,-0.019,0.013,0,0.004031411,-0.006012214,0.009012411,-0.068946703,,,,,,,
0.131578857,0.001,-0.010237,0.010864,0.020104753,-0.023312699,0.018653072,0.019928863,-0.019,0.013,0,0.004015236,-0.006038557,0.009017339,-0.06950765,,,,,,,
0.141580322,0.001,-0.010531,0.010893,0.02012123,-0.023489188,0.019147642,0.019907735,-0.019,0.013,0,0.00402539,-0.006023812,0.009021159,-0.069469905,,,,,,,
0.151578857,0.003,-0.010595,0.011033,0.020115502,-0.023863913,0.019146258,0.01991665,-0.019,0.013,0,0.00301294,-0.006040705,0.009085035,-0.069348091,,,,,,,
0.161583496,0.003,-0.010633,0.011035,0.020109411,-0.023937808,0.019142911,0.019902475,-0.018,0.013,0,0.003011497,-0.006030123,0.009055942,-0.059352894,,,,,,,
0.171578857,0.003,-0.010547,0.01104,0.020087007,-0.023992512,0.018893976,0.019902788,-0.019,0.013,0,0.003012508,-0.006046628,0.009074317,-0.069151932,,,,,,,
0.181578857,0.002,-0.010468,0.010902,0.020087585,-0.023763893,0.018685326,0.019909095,-0.019,0.013,0,0.002008828,-0.006051736,0.009001559,-0.06920752,,,,,,,
0.191578857,0.002,-0.010443,0.010921,0.020074384,-0.023856981,0.018554669,0.019908944,-0.019,0.012,0,0.002011534,-0.006049302,0.009023189,-0.068925181,,,,,,,
0.201578857,0.002,-0.010769,0.010906,0.020043131,-0.023930561,0.019160381,0.01990182,-0.019,0.013,0,0.002006404,-0.006052714,0.009042269,-0.066551933,,,,,,,
0.211578857,0.001,-0.01103,0.010759,0.020031873,-0.023721993,0.019674372,0.015106177,-0.019,0.013,0,0.001000525,-0.006014402,0.010003578,-0.065195898,,,,,,,
0.221578857,0.001,-0.011119,0.010871,0.020027451,-0.024010556,0.019770896,0.020381266,-0.019,0.013,0,0.001000633,-0.006003139,0.009044458,-0.063062556,,,,,,,
0.231578857,0.001,-0.011288,0.010733,0.02002294,-0.023804257,0.020099154,0.020357182,-0.019,0.012,0,0.001000183,-0.006035146,0.009019791,-0.061392409,,,,,,,
0.241578857,0.001,-0.01129,0.010634,0.020030996,-0.023626031,0.020103388,0.020225711,-0.019,0.012,0,0.001000934,-0.006017918,0.009063174,-0.06049535,,,,,,,
0.251578857,0.001,-0.01129,0.010626,0.020025318,-0.02361531,0.020099074,0.0201052,-0.02,0.012,0,0.001000946,-0.006049825,0.010070683,-0.059938679,,,,,,,
0.261578857,0.001,-0.011288,0.010628,0.020027556,-0.023608608,0.020106677,0.010211706,-0.019,0.012,0,0.001005577,-0.006055691,0.010003196,-0.060368232,,,,,,,
0.271582031,0.001,-0.011286,0.010626,0.020023035,-0.023594849,0.020114113,0.009620905,-0.019,0.012,0,0.001002729,-0.006004427,0.010081657,-0.061189367,,,,,,,
0.281578857,0.001,-0.011279,0.010632,0.019989608,-0.023594977,0.020110909,0.00884676,-0.019,0.013,0,0.001007125,-0.006016037,0.010068286,-0.061359756,,,,,,,
0.291608398,0,-0.011274,0.010641,0.019960888,-0.023602361,0.02011008,0.007936716,-0.02,0.013,0,0.001000536,-0.006021281,0.010096132,-0.06180234,,,,,,,
0.301578857,0,-0.011273,0.010648,0.019936558,-0.023597362,0.020128513,0.006991625,-0.02,0.013,0,0,-0.006001829,0.009018504,-0.062954138,,,,,,,
0.311578857,0,-0.011264,0.01065,0.019928863,-0.023586566,0.020125266,0.006068468,-0.02,0.013,0,0,-0.006022461,0.009051098,-0.063308349,,,,,,,
0.321578857,0,-0.011262,0.010654,0.019907735,-0.023579225,0.020137837,0.005206585,-0.02,0.013,0,0,-0.006000485,0.010052729,-0.06438564,,,,,,,
0.331578857,0,-0.011255,0.01066,0.01991665,-0.023574043,0.02014095,0.004382372,-0.02,0.013,0,0,-0.006054156,0.009079433,-0.065038097,,,,,,,
0.341578857,0,-0.011245,0.010667,0.019902475,-0.023572166,0.020135652,0.00366807,-0.019,0.013,0,0,-0.006001784,0.009084212,-0.065912541,,,,,,,
0.351578857,0,-0.011237,0.010671,0.019902788,-0.02356947,0.020129396,0.003109694,-0.019,0.012,0,0,-0.00605251,0.009067233,-0.065933358,,,,,,,
0.361578857,0,-0.011226,0.010678,0.019909095,-0.023567079,0.020122474,0.002701283,-0.02,0.012,0,0,-0.006049651,0.009032948,-0.067040555,,,,,,,
0.371580322,0,-0.011215,0.010686,0.019908944,-0.023561001,0.020122044,0.002389431,-0.019,0.012,0,0,-0.006055517,0.009045097,-0.068021353,,,,,,,
0.381578857,0,-0.011206,0.010686,0.01990182,-0.023542633,0.020123484,0.002077103,-0.019,0.012,0,0,-0.006043514,0.009015184,-0.068489142,,,,,,,
0.391578857,0,-0.011194,0.010696,0.01985877,-0.02354137,0.020119492,0.001756191,-0.019,0.012,0,0,-0.006007686,0.009004004,-0.06982359,,,,,,,
0.401578857,0,-0.011181,0.010702,0.019819681,-0.0235325,0.020113716,0.001467943,-0.019,0.012,0,0,-0.006050595,0.010041036,-0.070383486,,,,,,,
0.411578857,0,-0.011177,0.010713,0.019802969,-0.023538934,0.020120706,0.001184941,-0.019,0.012,0,0,-0.006055006,0.009080984,-0.071533166,,,,,,,
0.421578857,0,-0.011168,0.010722,0.019807016,-0.023540588,0.020118,0.000900746,-0.019,0.012,0,0,-0.006016063,0.009001006,-0.072103642,,,,,,,
0.431578857,0,-0.011156,0.010727,0.019794289,-0.023533231,0.020110594,0.000648737,-0.019,0.012,0,0,-0.006028811,0.009061069,-0.072854379,,,,,,,
0.441578857,0,-0.01115,0.010732,0.019796912,-0.023528371,0.020113681,0.000353337,-0.02,0.012,0,0,-0.006018415,0.010033017,-0.073330804,,,,,,,
0.451578857,0,-0.011142,0.010742,0.019804226,-0.023533797,0.020110952,-3.67E-05,-0.019,0.012,0,0,-0.006026013,0.01008531,-0.074208475,,,,,,,
0.461578857,0,-0.011135,0.010742,0.019785855,-0.023525804,0.020104753,-0.000498056,-0.019,0.013,0,0,-0.006038768,0.01007048,-0.074144317,,,,,,,
0.471578857,0,-0.011139,0.010741,0.019762639,-0.023517473,0.02012123,-0.001116514,-0.019,0.013,0,0,-0.006042494,0.009042714,-0.074907401,,,,,,,
0.481578857,0,-0.011133,0.010744,0.019747209,-0.023516506,0.020115502,-0.002032518,-0.02,0.013,0,0,-0.006021648,0.009005734,-0.075001039,,,,,,,
0.491578857,0,-0.011127,0.010742,0.019734759,-0.023506681,0.020109411,-0.003257274,-0.02,0.013,0,0,-0.006037985,0.009038464,-0.074977647,,,,,,,
0.501578857,0,-0.011114,0.010739,0.019725375,-0.023495745,0.020087007,-0.004647255,-0.02,0.013,0,0,-0.006056131,0.00905279,-0.075613696,,,,,,,
0.511578857,0,-0.011112,0.010742,0.019755997,-0.023496969,0.020087585,-0.006235599,-0.019,0.012,0,0,-0.00602373,0.009010243,-0.075559105,,,,,,,
0.521578857,0,-0.011105,0.010743,0.01975915,-0.023496803,0.020074384,-0.008048057,-0.019,0.012,0,0,-0.006018638,0.009074711,-0.075498118,,,,,,,
0.531578857,0,-0.011089,0.010753,0.019736484,-0.023511581,0.020043131,-0.009999037,-0.019,0.012,0,0,-0.00601465,0.009052264,-0.075555193,,,,,,,
0.541578857,0,-0.011082,0.010754,0.019739661,-0.023509774,0.020031873,-0.012070894,-0.019,0.013,0,0,-0.006033799,0.009060001,-0.076149864,,,,,,,
0.551578857,0,-0.011078,0.010751,0.019692417,-0.023500504,0.020027451,-0.014373779,-0.018,0.013,0,0,-0.006017262,0.009028963,-0.075996721,,,,,,,
0.561578857,0,-0.011076,0.010753,0.019692024,-0.023504263,0.02002294,-0.017055034,-0.018,0.013,0,0,-0.006059079,0.00903582,-0.075896084,,,,,,,
0.571578857,0,-0.011079,0.010743,0.019653952,-0.023484718,0.020030996,-0.020028114,-0.018,0.013,0,0,-0.006002382,0.009025517,-0.076413006,,,,,,,
0.581578857,0,-0.011076,0.010742,0.019588349,-0.023482088,0.020025318,-0.022818327,-0.018,0.013,0,0,-0.006022256,0.009036758,-0.075709612,,,,,,,
0.591578857,0,-0.011076,0.010733,0.019588465,-0.023463696,0.020027556,-0.025193453,-0.018,0.013,0,0,-0.006031583,0.009040261,-0.076336174,,,,,,,
0.601578857,0,-0.011073,0.010727,0.019574715,-0.023450932,0.020023035,-0.027182817,-0.018,0.013,0,0,-0.006027042,0.009089882,-0.076421915,,,,,,,
0.611578857,0,-0.011056,0.010725,0.01956645,-0.023443684,0.019989608,-0.028846979,-0.019,0.013,0,0,-0.006009792,0.009059857,-0.076305148,,,,,,,
0.621578857,0,-0.011041,0.010719,0.019522477,-0.023428865,0.019960888,-0.030246019,-0.019,0.013,0,0,-0.006049006,0.009027313,-0.076096648,,,,,,,
0.631578857,0,-0.011029,0.010722,0.019516401,-0.023432476,0.019936558,-0.031409025,-0.019,0.013,0,0,-0.00601345,0.009027162,-0.076377946,,,,,,,
0.641578857,0,-0.011027,0.010737,0.019496599,-0.023462703,0.019928863,-0.032486677,-0.019,0.013,0,0,-0.006007562,0.009024841,-0.075773871,,,,,,,
0.651578857,0,-0.011018,0.01075,0.01948466,-0.023487531,0.019907735,-0.033616304,-0.019,0.013,0,0,-0.006038278,0.009033415,-0.076360847,,,,,,,
0.661578857,0,-0.011023,0.010753,0.019467266,-0.023494851,0.01991665,-0.034866333,-0.019,0.013,0,0,-0.006053556,0.009030729,-0.075655281,,,,,,,
0.671578857,0,-0.011016,0.010753,0.019491063,-0.02349372,0.019902475,-0.036081314,-0.019,0.013,0,0,-0.006005484,0.009046082,-0.076149489,,,,,,,
0.681578857,0,-0.011016,0.010751,0.019502491,-0.023489801,0.019902788,-0.037137508,-0.018,0.013,0,0,-0.006037278,0.009056389,-0.075854154,,,,,,,
0.691578857,0,-0.011018,0.010742,0.019496322,-0.023471748,0.019909095,-0.038064241,-0.018,0.013,0,0,-0.0060428,0.009023993,-0.076129042,,,,,,,
0.701578857,0,-0.011018,0.010742,0.019461824,-0.02347186,0.019908944,-0.03890109,-0.018,0.013,0,0,-0.006026947,0.00904464,-0.07601454,,,,,,,
0.711578857,0,-0.011014,0.010738,0.019418621,-0.023463046,0.01990182,-0.039670706,-0.019,0.013,0,0,-0.006022756,0.009081043,-0.07563756,,,,,,,
0.721578857,0,-0.010992,0.010734,0.019362634,-0.023450948,0.01985877,-0.040484428,-0.019,0.013,0,0,-0.00602837,0.009000986,-0.07614688,,,,,,,
0.731578857,0,-0.010973,0.010737,0.019344397,-0.023453889,0.019819681,-0.041376352,-0.018,0.013,0,0,-0.006025625,0.009016323,-0.076188633,,,,,,,
0.741578857,0,-0.010965,0.01074,0.019329367,-0.023458522,0.019802969,-0.042200327,-0.018,0.013,0,0,-0.006007036,0.009015652,-0.075705871,,,,,,,
0.751578857,0,-0.010968,0.010747,0.019348256,-0.023473557,0.019807016,-0.042831182,-0.018,0.013,0,0,-0.006025367,0.009079168,-0.075799926,,,,,,,
0.761578857,0,-0.010963,0.010757,0.019362535,-0.023493255,0.019794289,-0.043296337,-0.019,0.013,0,0,-0.006012232,0.009075944,-0.075554195,,,,,,,
0.771578857,0,-0.010965,0.010761,0.019350933,-0.023502128,0.019796912,-0.043736458,-0.019,0.013,0,0,-0.007028003,0.009038883,-0.075831092,,,,,,,
0.781578857,0,-0.010971,0.010779,0.019310225,-0.023540109,0.019804226,-0.044128656,-0.019,0.013,0,0,-0.007032573,0.009066273,-0.075778714,,,,,,,
0.791578857,0,-0.010962,0.01078,0.019093873,-0.023540605,0.019785855,-0.044423103,-0.019,0.013,0,0,-0.007062789,0.009087955,-0.075574603,,,,,,,
0.801578857,0,-0.01095,0.010777,0.019087514,-0.023532286,0.019762639,-0.044586897,-0.019,0.014,0,0,-0.007038488,0.009087685,-0.075620546,,,,,,,
0.811578857,0,-0.01094,0.010759,0.019608345,-0.023493655,0.019747209,-0.044684172,-0.019,0.014,0,0,-0.007044449,0.009088959,-0.075650044,,,,,,,
0.821578857,0,-0.010931,0.010737,0.020033551,-0.023447013,0.019734759,-0.044634104,-0.019,0.014,0,0,-0.006054903,0.009061531,-0.075884933,,,,,,,
0.831578857,0,-0.010926,0.010735,0.019754883,-0.023441928,0.019725375,-0.04447937,-0.019,0.014,0,0,-0.006045151,0.009070377,-0.0760793,,,,,,,
0.841578857,0,-0.01094,0.010724,0.01986579,-0.023422128,0.019755997,-0.044466495,-0.019,0.014,0,0,-0.006040004,0.009062707,-0.075730255,,,,,,,
0.851578857,0,-0.010943,0.010733,0.019643234,-0.023441546,0.01975915,-0.044526815,-0.019,0.013,0,0,-0.006003943,0.009089211,-0.075635219,,,,,,,
0.861578857,0,-0.010932,0.010735,0.019448554,-0.023443788,0.019736484,-0.044545173,-0.019,0.013,0,0,-0.006032628,0.009005084,-0.076007854,,,,,,,
0.871578857,0,-0.010934,0.010738,0.01922933,-0.023450343,0.019739661,-0.044557094,-0.019,0.013,0,0,-0.006023786,0.009052623,-0.075882814,,,,,,,
0.881578857,0,-0.01091,0.010735,0.019445904,-0.023439828,0.019692417,-0.044663906,-0.019,0.012,0,0,-0.00604619,0.009048496,-0.076261019,,,,,,,
0.891578857,0,-0.010909,0.010727,0.0193226,-0.02342362,0.019692024,-0.044730186,-0.018,0.012,0,0,-0.006005804,0.009057177,-0.076160205,,,,,,,
0.901578857,0,-0.010887,0.010702,0.019585628,-0.023368841,0.019653952,-0.044743538,-0.018,0.012,0,0,-0.00600456,0.009054181,-0.075558185,,,,,,,
0.911578857,0,-0.010852,0.010685,0.019774063,-0.023327619,0.019588349,-0.044747352,-0.019,0.012,0,0,-0.006004252,0.009082088,-0.075974651,,,,,,,
0.921578857,0,-0.010851,0.010676,0.019575005,-0.023309179,0.019588465,-0.044705152,-0.018,0.012,0,0,-0.006032,0.009026891,-0.075974704,,,,,,,
0.931578857,0,-0.010842,0.01066,0.019304814,-0.023274645,0.019574715,-0.044621229,-0.018,0.012,0,0,-0.006033853,0.009061599,-0.076276407,,,,,,,
0.941578857,0,-0.010838,0.010659,0.018879626,-0.023272308,0.01956645,-0.044320345,-0.018,0.012,0,0,-0.006032961,0.009026826,-0.07613615,,,,,,,
0.951578857,0,-0.010816,0.01066,0.01864134,-0.023270106,0.019522477,-0.043766498,-0.018,0.012,0,0,-0.006026273,0.009025539,-0.076336627,,,,,,,
0.961578857,0,-0.010814,0.010667,0.018347103,-0.023284316,0.019516401,-0.043125629,-0.018,0.012,0,0,-0.0060455,0.009010534,-0.076227769,,,,,,,
0.971578857,0,-0.010803,0.010657,0.018561721,-0.023262139,0.019496599,-0.042528868,-0.018,0.012,0,0,-0.006000742,0.009047883,-0.076033752,,,,,,,
0.981578857,0,-0.010798,0.010664,0.018714249,-0.023275673,0.01948466,-0.042033434,-0.018,0.012,0,0,-0.006030696,0.009070782,-0.076000866,,,,,,,
0.991578857,0,-0.010789,0.010662,0.018824279,-0.023269871,0.019467266,-0.041604757,-0.018,0.012,0,0,-0.006050709,0.009025489,-0.075904902,,,,,,,
1.001578857,0,-0.0108,0.010653,0.018816575,-0.023253884,0.019491063,-0.041208267,-0.018,0.012,0,0,-0.006021374,0.009019117,-0.075652313,,,,,,,
1.011578857,0,-0.010805,0.010646,0.018808343,-0.023240739,0.019502491,-0.040860176,-0.018,0.012,0,0,-0.006041484,0.009061844,-0.075610838,,,,,,,
1.021578857,0,-0.010802,0.010645,0.018814195,-0.023238525,0.019496322,-0.04049015,-0.018,0.012,0,0,-0.006051693,0.009065974,-0.075700249,,,,,,,
1.031578857,0,-0.010786,0.010654,0.018816773,-0.023254193,0.019461824,-0.040112018,-0.018,0.012,0,0,-0.006048124,0.009010093,-0.075614676,,,,,,,
1.041578857,0,-0.010764,0.01065,0.018819811,-0.023242198,0.019418621,-0.039810419,-0.018,0.012,0,0,-0.006035595,0.009041961,-0.075571495,,,,,,,
1.051578857,0,-0.010734,0.010634,0.018823532,-0.023204032,0.019362634,-0.039592981,-0.018,0.012,0,0,-0.006035384,0.009041342,-0.076277673,,,,,,,
1.061578857,0,-0.010723,0.01062,0.018826671,-0.023173202,0.019344397,-0.03938055,-0.019,0.012,0,0,-0.006055748,0.009064212,-0.076174155,,,,,,,
1.071578857,0,-0.010715,0.010615,0.018825687,-0.023161769,0.019329367,-0.039106607,-0.019,0.012,0,0,-0.006025014,0.009054317,-0.075968795,,,,,,,
1.081578857,0,-0.010723,0.0106,0.018826205,-0.023133326,0.019348256,-0.038658142,-0.019,0.013,0,0,-0.006024876,0.009032596,-0.075761688,,,,,,,
1.091578857,0,-0.010729,0.010589,0.018809984,-0.02311234,0.019362535,-0.038165092,-0.019,0.012,0,0,-0.005022169,0.009023578,-0.076243556,,,,,,,
1.101578857,0,-0.010725,0.010605,0.018812539,-0.023143943,0.019350933,-0.037744999,-0.019,0.012,0,0,-0.00503474,0.008073389,-0.075678075,,,,,,,
1.111578857,0,-0.010706,0.01062,0.018807197,-0.023170255,0.019310225,-0.037318229,-0.018,0.012,0,0,-0.004013836,0.008028186,-0.075861634,,,,,,,
1.121578857,0,-0.010612,0.010735,0.018804569,-0.023387564,0.019093873,-0.036914587,-0.019,0.011,0,0,-0.004005752,0.008033736,-0.075768652,,,,,,,
1.131578857,0,-0.010606,0.010702,0.01880578,-0.023321269,0.019087514,-0.036562919,-0.018,0.011,0,0,-0.005030907,0.008071461,-0.075892326,,,,,,,
1.141578857,0,-0.010927,0.011157,0.01880081,-0.024314178,0.019608345,-0.036218405,-0.017,0.009,0,0,-0.005000311,0.00804331,-0.074086378,,,,,,,
1.151578857,0,-0.011132,0.011099,0.018825712,-0.024233304,0.020033551,-0.035832166,-0.017,0.009,0,0,-0.005040392,0.008046109,-0.074365759,,,,,,,
1.161578857,0,-0.010982,0.01103,0.018899702,-0.024061555,0.019754883,-0.035313368,-0.017,0.011,0,0,-0.005017727,0.008017282,-0.074913951,,,,,,,
1.171638184,0,-0.010976,0.010573,0.019633226,-0.02312002,0.01986579,-0.034647703,-0.017,0.011,0,0,-0.004013351,0.008071399,-0.076695483,,,,,,,
1.181578857,0,-0.010873,0.010643,0.019426893,-0.023243617,0.019643234,-0.033951044,-0.017,0.01,0,0,-0.004033573,0.007042787,-0.076016456,,,,,,,
1.191578857,0,-0.010784,0.010717,0.019297708,-0.023377083,0.019448554,-0.03326416,-0.017,0.011,0,0,-0.004037803,0.007023437,-0.076128146,,,,,,,
1.201578857,0,-0.010726,0.011108,0.018784689,-0.024168551,0.01922933,-0.032599687,-0.017,0.009,0,0,-0.004011818,0.008016174,-0.075000525,,,,,,,
1.211578857,0,-0.010797,0.010834,0.018812515,-0.023617843,0.019445904,-0.031901836,-0.017,0.009,0,0,-0.004016926,0.008013373,-0.07588365,,,,,,,
1.221578857,0,-0.010738,0.010861,0.01796723,-0.023660975,0.0193226,-0.031181574,-0.015,0.008,0,0,-0.005041449,0.00804581,-0.075435758,,,,,,,
1.231578857,0,-0.010878,0.010929,0.017525461,-0.023825329,0.019585628,-0.030544996,-0.015,0.009,0,0,-0.005031857,0.008017822,-0.075973619,,,,,,,
1.241578857,0,-0.010948,0.010751,0.017848006,-0.023471281,0.019774063,-0.029941559,-0.016,0.009,0,0,-0.005004553,0.008058825,-0.076216359,,,,,,,
1.251578857,0,-0.01086,0.01084,0.018146131,-0.023637759,0.019575005,-0.029256344,-0.016,0.01,0,0,-0.005010596,0.008050484,-0.075949867,,,,,,,
1.261578857,0,-0.010766,0.011148,0.018385883,-0.024253087,0.019304814,-0.028511047,-0.016,0.011,0,0,-0.005020174,0.009055624,-0.074598644,,,,,,,
1.271578857,0,-0.010552,0.011143,0.018575134,-0.024202224,0.018879626,-0.02767539,-0.017,0.011,0,0,-0.005014697,0.009057537,-0.075135042,,,,,,,
1.281578857,0,-0.010432,0.011139,0.018724112,-0.02417136,0.01864134,-0.026632547,-0.017,0.011,0,0,-0.005044882,0.009060579,-0.074719512,,,,,,,
1.291605469,0,-0.010282,0.011119,0.018824739,-0.024102371,0.018347103,-0.025422811,-0.017,0.011,0,0,-0.005034181,0.009046948,-0.075168263,,,,,,,
1.301578857,0,-0.010409,0.011268,0.018915057,-0.0244308,0.018561721,-0.024106264,-0.018,0.011,0,0,-0.005037522,0.009085652,-0.074374343,,,,,,,
1.311578857,0,-0.010498,0.011361,0.018956916,-0.024638284,0.018714249,-0.022851705,-0.018,0.011,0,0,-0.00503233,0.009089864,-0.074488406,,,,,,,
1.321578857,0,-0.010539,0.011259,0.018976133,-0.024436329,0.018824279,-0.02158618,-0.018,0.011,0,0,-0.005009647,0.009027817,-0.07442606,,,,,,,
1.331578857,0,-0.010535,0.011258,0.017694671,-0.024433503,0.018816575,-0.02028203,-0.018,0.011,0,0,-0.004027894,0.009080947,-0.074633166,,,,,,,
1.341578857,0,-0.01053,0.011249,0.018079769,-0.024414619,0.018808343,-0.019018173,-0.019,0.011,0,0,-0.004038492,0.009064087,-0.074665108,,,,,,,
1.351578857,0,-0.010532,0.011239,0.018386573,-0.024395129,0.018814195,-0.017873525,-0.018,0.01,0,0,-0.004017039,0.009081845,-0.074932535,,,,,,,
1.361578857,0,-0.010532,0.011226,0.018615043,-0.024369201,0.018816773,-0.016845703,-0.018,0.009,0,0,-0.004006354,0.008019413,-0.074651128,,,,,,,
1.371578857,0,-0.010533,0.011221,0.018738838,-0.024359351,0.018819811,-0.015939236,-0.018,0.009,0,0,-0.004006996,0.00907972,-0.075010775,,,,,,,
1.381578857,0,-0.010534,0.011213,0.018858235,-0.024343466,0.018823532,-0.015107393,-0.018,0.009,0,0,-0.004001125,0.009080182,-0.074422232,,,,,,,
1.391578857,0,-0.010536,0.011218,0.019891499,-0.024353705,0.018826671,-0.014314174,-0.018,0.009,0,0,-0.004039541,0.009014492,-0.074660024,,,,,,,
1.401578857,0,-0.010536,0.011225,0.019680697,-0.024367394,0.018825687,-0.013624191,-0.017,0.009,0,0,-0.005009936,0.008023932,-0.075025494,,,,,,,
1.411578857,0,-0.010536,0.011223,0.019514088,-0.024363281,0.018826205,-0.013047218,-0.018,0.009,0,0,-0.005013854,0.008036725,-0.074555724,,,,,,,
1.421578857,0,-0.010528,0.011225,0.019394819,-0.024365688,0.018809984,-0.012553215,-0.018,0.009,0,0,-0.005022071,0.008059659,-0.074737043,,,,,,,
1.431578857,0,-0.010529,0.011221,0.019325556,-0.02435806,0.018812539,-0.012146473,-0.018,0.009,0,0,-0.005009749,0.009033669,-0.074585961,,,,,,,
1.441578857,0,-0.010525,0.011208,0.019283442,-0.024331318,0.018807197,-0.011873245,-0.018,0.01,0,0,-0.005047008,0.009043028,-0.074776309,,,,,,,
1.451578857,0,-0.010524,0.011209,0.019266156,-0.024333451,0.018804569,-0.011672258,-0.017,0.01,0,0,-0.005029002,0.009010446,-0.074961698,,,,,,,
1.461578857,0,-0.010524,0.011205,0.020132847,-0.024325153,0.01880578,-0.011467933,-0.017,0.01,0,0,-0.005004169,0.009089144,-0.075016422,,,,,,,
1.471578857,0,-0.010521,0.0112,0.019562732,-0.024314575,0.01880081,-0.011259556,-0.018,0.011,0,0,-0.005022076,0.009065486,-0.074770742,,,,,,,
1.481578857,0,-0.010532,0.011185,0.018884886,-0.024286736,0.018825712,-0.011046171,-0.018,0.011,0,0,-0.005022744,0.009003879,-0.074336216,,,,,,,
1.491578857,0,-0.010541,0.010968,0.018024862,-0.023844888,0.018899702,-0.010717392,-0.018,0.011,0,0,-0.005022906,0.00905235,-0.075593457,,,,,,,
1.501578857,0,-0.010997,0.011619,0.017121965,-0.025267482,0.019633226,-0.010305643,-0.018,0.011,0,0,-0.005010607,0.009024929,-0.073585114,,,,,,,
1.511578857,0,-0.010827,0.011129,0.017067377,-0.02422935,0.019426893,-0.009993076,-0.018,0.011,0,0,-0.005011296,0.009064911,-0.074834765,,,,,,,
1.521578857,0,-0.010749,0.01102,0.018313713,-0.023993094,0.019297708,-0.009880304,-0.018,0.011,0,0,-0.005012484,0.009004943,-0.074739655,,,,,,,
1.531578857,0,-0.01047,0.010854,0.019027496,-0.023600616,0.018784689,-0.009883642,-0.018,0.011,0,0,-0.005032722,0.009014642,-0.075367033,,,,,,,
1.541578857,0,-0.010487,0.010887,0.019862523,-0.02366939,0.018812515,-0.009844065,-0.018,0.011,0,0,-0.005015643,0.009045646,-0.075723398,,,,,,,
1.551578857,0,-0.010079,0.010995,0.020346439,-0.023816166,0.01796723,-0.009815693,-0.018,0.011,0,0,-0.006053499,0.008035156,-0.074743357,,,,,,,
1.561578857,0,-0.009837,0.010842,0.020345058,-0.023457138,0.017525461,-0.009775638,-0.018,0.011,0,0,-0.006012641,0.008023086,-0.075325505,,,,,,,
1.571578857,0,-0.010004,0.010897,0.020350095,-0.023598092,0.017848006,-0.009648323,-0.018,0.011,0,0,-0.005041269,0.007057684,-0.075104338,,,,,,,
1.581578857,0,-0.010152,0.01088,0.019852309,-0.023592221,0.018146131,-0.009485721,-0.018,0.012,0,0,-0.005009883,0.006049498,-0.075443453,,,,,,,
1.591578857,0,-0.010269,0.010845,0.019608026,-0.023544686,0.018385883,-0.009427786,-0.017,0.012,0,0,-0.005003756,0.00805882,-0.075650576,,,,,,,
1.601578857,0,-0.010358,0.010782,0.01947639,-0.023436112,0.018575134,-0.009435654,-0.017,0.011,0,0,-0.003022777,0.008021815,-0.075259478,,,,,,,
1.611578857,0,-0.010426,0.010711,0.019416289,-0.02330762,0.018724112,-0.009359121,-0.014,0.01,0,0,-0.003008206,0.008019446,-0.075521991,,,,,,,
1.621578857,0,-0.010473,0.010675,0.019365106,-0.02324472,0.018824739,-0.009323597,-0.013,0.01,0,0,-0.004013873,0.008017827,-0.075614143,,,,,,,
1.631578857,0,-0.010513,0.01062,0.019341284,-0.023142623,0.018915057,-0.009328842,-0.016,0.007,0,0,-0.004007727,0.009078235,-0.075750809,,,,,,,
1.641578857,0,-0.010532,0.010599,0.019342927,-0.023104383,0.018956916,-0.009356022,-0.017,0.006,0,0,-0.004037453,0.009080593,-0.075223455,,,,,,,
1.651578857,0,-0.010505,0.010319,0.019331928,-0.022525014,0.018976133,-0.009381056,-0.017,0.008,0,0,-0.004018106,0.009036982,-0.076135551,,,,,,,
